,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,structure_quality,SALE_PRC
6324,5400,1364,1201,8624.7,30505.0,6492.9,49545.3,20003.7,5884.6,18,0,4,325000.0
4920,10824,1486,4662,10114.9,11348.2,2814.9,80804.8,33219.8,9109.2,21,0,4,300000.0
12122,8191,1492,1648,21164.1,54713.0,31397.5,77611.2,37841.3,12366.7,37,0,4,315000.0
13229,5550,1911,0,33.9,34496.3,22827.7,88273.0,37350.3,8004.7,16,0,4,285000.0
9837,5266,1567,4733,14189.8,22202.4,14825.1,110880.8,62331.6,2981.5,22,0,2,207000.0
3136,6199,1308,2380,1193.7,26062.9,2187.6,36851.1,16264.9,5219.9,65,0,2,245000.0
11734,6339,1823,33980,10235.5,60327.8,30085.5,77427.8,44351.1,8424.1,19,0,4,320000.0
5462,12813,3426,8560,1043.5,13735.9,13273.5,72653.5,23132.3,11588.7,0,0,5,695000.0
3183,3640,1257,6343,5260.2,18726.8,3519.8,34103.8,10839.7,9269.0,36,0,4,310000.0
11573,5639,1911,5983,5914.8,49659.8,17406.7,64541.1,37475.3,1010.1,31,0,4,295000.0
7522,10523,3296,30719,9907.7,37321.7,3546.9,64683.4,64683.4,1346.2,30,0,4,330000.0
11075,9000,2307,971,26629.6,73107.9,737.7,81274.7,79543.5,204.9,23,0,4,315000.0
3199,8600,1458,0,3246.2,20736.0,4509.1,35817.5,12816.8,7245.2,68,0,4,252000.0
10553,5103,2624,499,23315.6,24603.9,15864.7,125588.8,77576.9,947.3,12,0,2,220000.0
1289,9000,1802,10178,8324.0,53198.5,9712.8,47553.1,45237.4,9359.8,60,0,5,316500.0
13254,7928,2111,2202,1181.5,33374.3,22633.5,86163.5,35255.7,6323.5,16,0,4,319300.0
13297,15065,2461,23700,1550.9,40087.0,26927.7,94218.0,43447.8,14263.4,29,0,4,380000.0
10371,3600,1633,0,20452.1,25758.1,14975.1,130272.3,82491.6,2715.0,10,0,2,200000.0
7542,7500,1526,2650,7737.0,32791.6,2229.7,65046.5,65046.5,3256.8,59,0,4,180000.0
1879,6500,887,3997,667.4,17627.5,2459.0,37420.3,34918.8,11438.5,19,0,2,198500.0
11831,5000,2821,1920,11241.6,67183.0,37042.3,84370.8,50485.4,12517.5,0,0,5,490000.0
11746,6318,1486,13316,9385.3,59037.2,28468.4,75800.1,43523.3,7193.4,28,0,4,330000.0
5457,8460,2928,2876,7131.1,23298.1,15104.9,80076.3,29152.2,1788.6,36,0,2,275000.0
2148,10620,1252,0,1351.9,29611.7,6657.5,23386.9,23386.9,2959.4,69,0,4,160000.0
4131,14750,5084,68723,2786.9,9083.4,1010.2,29681.0,7027.2,16302.0,41,0,5,1785000.0
1036,8025,1481,963,6068.4,40736.9,2483.1,55842.5,55842.5,1171.0,62,0,5,187000.0
8828,6343,2825,2970,11990.0,9910.1,3081.7,93735.6,48487.4,6321.7,10,0,2,350000.0
13273,4855,1576,0,2481.5,37988.3,24755.6,93190.9,42283.6,12523.9,36,0,4,287000.0
4134,5700,1917,0,2580.7,8714.4,1052.0,28957.0,6468.7,17045.0,11,0,5,682000.0
649,6300,2500,7412,3519.9,24381.0,4917.0,54349.0,53655.8,3054.8,16,0,4,290000.0
6711,2342,1874,4688,10859.0,55725.9,17879.5,61290.8,45515.3,4560.8,16,0,5,385000.0
861,8611,1050,1109,6436.2,31006.9,4780.6,44642.0,44642.0,2201.3,26,0,2,180000.0
191,8680,1105,588,4727.3,17806.6,4639.2,49485.2,46530.7,10938.4,64,0,2,170000.0
8301,4000,1055,0,5971.9,24716.1,6731.6,93132.9,43359.6,4656.5,8,0,4,180000.0
6026,7500,2143,1038,4684.1,30834.3,10442.6,53385.5,14977.9,5079.0,58,0,4,242300.0
1942,6250,1539,1120,1553.7,21162.7,1335.3,23170.2,23170.2,7338.3,87,0,4,365000.0
4331,11770,1049,616,2818.4,13735.3,3262.9,39473.7,11838.6,8817.7,66,0,4,323000.0
12335,11000,3453,0,9582.4,59535.8,44117.5,90014.5,47278.0,22734.7,7,0,4,555000.0
8775,5250,1913,990,11943.3,9603.2,2249.3,94714.4,49395.1,5835.5,10,0,2,255000.0
7972,8500,1351,2040,20065.3,47133.6,1585.4,68540.5,68540.5,1764.3,56,0,4,149000.0
12611,7872,2387,31790,8672.7,57013.6,46521.2,91511.4,46837.3,21930.2,19,0,4,357500.0
10431,10680,3298,49386,20513.4,26096.1,15732.9,129239.7,81281.0,1382.8,12,0,2,343000.0
10338,4148,1884,641,20584.4,25375.6,14385.8,130810.6,83163.4,3575.7,11,0,2,204000.0
2775,6000,1275,0,4831.2,36212.3,2071.7,34399.6,26819.1,8384.1,56,1,5,300000.0
4145,10185,1961,0,4841.5,11126.6,477.5,30298.5,6827.6,14849.3,42,0,4,745000.0
11989,8186,2666,0,17674.5,56043.0,29047.6,75808.0,38224.9,11157.9,16,0,4,455000.0
2617,9000,1704,31388,16075.8,3359.0,0.0,38091.5,26883.7,18912.0,28,0,5,965000.0
2411,5000,1020,825,2443.5,25377.2,8847.6,16155.2,16155.2,1804.6,16,0,4,195000.0
1094,6000,1102,680,3674.8,47982.6,8293.4,42563.6,40163.8,11692.4,24,0,4,247000.0
6065,7500,1190,4684,8715.9,32644.3,9870.4,53258.6,18824.8,8694.9,62,0,4,275000.0
1546,7500,1499,922,5870.5,30602.6,574.5,30053.4,30053.4,1300.6,26,0,4,237000.0
4589,39639,3739,237,8034.6,9924.2,3781.6,51489.2,8915.8,7241.6,60,0,2,1250000.0
6034,7500,1608,5844,6288.7,32765.1,11697.2,54900.4,16707.7,6893.7,36,0,4,305000.0
6953,8025,1946,4977,9087.2,54044.3,9678.6,48397.3,46021.7,8833.4,60,0,5,335000.0
3135,7598,1056,4362,910.5,26306.4,2070.6,37174.6,16546.7,4935.7,68,0,4,260000.0
3856,14515,3386,27223,2046.2,1188.6,297.6,18201.6,11033.3,6741.9,78,0,2,1125000.0
12843,5623,2340,0,9009.4,47357.2,37535.5,91080.2,42494.9,17033.0,27,0,4,331700.0
6419,10486,1165,248,4621.6,28250.5,2062.9,44901.6,22051.5,1905.1,64,0,4,320000.0
3805,7000,3459,38272,2083.9,3827.9,3837.1,10062.3,10062.3,2255.7,2,0,5,1341000.0
9224,8400,2001,17108,15540.2,7751.2,5744.5,83279.0,38042.9,11201.7,43,0,4,215000.0
7431,3000,1861,0,8068.8,25531.0,1783.0,57951.3,57951.3,8264.8,23,0,5,290000.0
6774,7600,3195,5170,11671.0,61280.0,15862.8,65066.3,50903.5,2761.2,16,0,5,850000.0
12930,4700,1797,1793,7799.4,44560.1,34887.8,89372.2,40304.4,14760.0,19,0,4,290000.0
464,7500,3333,0,7009.6,24608.1,1347.6,39799.1,39799.1,4221.4,61,0,2,338000.0
1257,5400,1586,1990,4208.7,49667.1,5055.8,45139.0,40530.6,7583.5,45,0,4,199000.0
2259,6300,1167,0,4773.5,29100.7,9344.9,19641.1,19641.1,1813.5,13,0,4,255000.0
5630,15000,2326,11869,574.1,28199.6,22738.1,77455.5,26545.6,327.2,39,0,4,420000.0
13500,12204,1794,1640,7452.4,44961.9,28725.4,101073.7,50267.3,20523.4,20,0,2,333000.0
6231,7500,1017,0,16259.0,43786.8,20057.2,64789.1,26189.8,631.5,16,0,2,273000.0
7382,8560,1939,5382,1372.7,19892.1,2702.8,60433.1,60433.1,1567.5,31,0,2,245000.0
11505,4500,2301,766,1995.0,56639.4,23822.1,70311.9,44387.4,2310.4,18,0,4,336000.0
1262,3279,1515,4180,6078.9,51537.4,5312.6,46998.5,42262.3,6347.1,19,0,4,290000.0
7212,7950,1386,0,2614.3,29824.8,5204.2,59447.3,59447.3,2213.8,30,0,5,160000.0
975,9000,925,1537,5589.8,38978.9,2850.3,55732.9,55732.9,832.1,36,0,4,143000.0
9978,6451,2179,0,11490.8,34252.5,22775.8,140762.1,92395.4,3246.2,19,0,2,234000.0
5866,7878,1844,6313,388.7,29712.3,23360.0,63627.2,14359.6,633.4,38,0,4,355000.0
6582,11854,2225,6690,5493.8,42223.8,9154.9,56191.8,32863.6,4911.1,39,0,4,450000.0
2387,11000,2087,3996,2052.3,24402.8,3386.8,16624.5,16624.5,3671.1,74,0,2,387500.0
13555,8304,1941,30893,201.8,40671.4,21575.8,102015.7,50948.7,18017.0,17,0,2,310000.0
5021,10711,2417,4207,6090.5,11281.9,6607.6,77510.5,29323.7,11224.5,3,0,4,470000.0
7129,7500,1375,2100,10709.3,43356.6,2873.5,60374.5,60374.5,2798.7,62,0,5,183000.0
11644,7830,2768,0,13113.2,58697.5,29523.6,76798.8,41975.1,10949.4,22,0,4,405000.0
3882,6400,4483,47546,1092.7,2550.5,1211.3,16296.8,11645.5,4906.7,1,0,5,1975000.0
6055,7500,1672,2990,7342.2,31800.9,9686.8,53050.0,17460.8,7386.3,16,0,4,370000.0
12659,2746,1294,0,6264.1,54709.3,44491.1,95980.0,48674.7,23559.0,19,0,4,245000.0
9928,11900,1082,1804,22540.6,27281.1,21229.7,120789.9,71820.7,3401.5,61,0,2,90000.0
3875,8100,3711,10289,1556.8,2089.2,666.6,16547.7,11957.2,5046.2,22,0,5,1625000.0
2789,9525,1660,7646,642.8,40627.4,1444.2,40516.3,30606.1,5424.1,36,1,5,385000.0
12378,4676,1849,30489,13292.9,57600.9,40111.6,86061.7,44021.9,19877.9,29,0,4,310500.0
1857,9000,1756,2125,555.6,19623.8,574.8,35899.8,34653.0,9362.8,30,0,4,399000.0
12081,47263,2485,7559,15572.1,43762.5,22307.2,66424.3,25943.0,203.8,46,0,2,575000.0
4108,7500,1609,1215,672.9,5736.1,780.7,30276.6,9688.9,17978.4,10,0,4,772000.0
5213,21600,4663,33023,10037.3,6799.5,2769.7,61267.7,17764.3,14475.1,16,0,5,1300000.0
8281,7500,1061,2303,4896.6,22685.8,4872.8,92219.5,42845.2,3006.2,11,0,2,206000.0
3255,8250,1876,2406,2634.1,27812.8,240.4,41895.2,19838.0,657.1,62,0,4,320000.0
7323,9500,2446,2178,2549.4,13024.4,2575.7,56664.3,56664.3,2230.5,49,0,4,420000.0
2690,7656,1729,9633,26827.1,2016.5,623.7,33554.4,33554.4,26600.1,65,0,5,1850000.0
7389,5997,1912,0,4109.7,23425.9,2303.0,60698.8,60698.8,4305.9,17,0,5,320000.0
4627,32060,6026,45830,3835.1,13358.9,7108.1,50736.7,4715.0,3722.3,20,0,5,1780000.0
10388,6000,2383,0,21075.0,25210.0,14561.0,129621.5,81890.2,2747.0,11,0,2,255000.0
1319,6750,1504,2144,642.2,42270.3,2076.4,38418.9,33134.3,10812.5,53,1,4,249500.0
10525,7500,1739,4255,19693.9,27803.8,18047.8,128672.4,80306.5,1055.3,23,0,2,180000.0
13767,6567,1912,6866,1158.9,38843.5,22182.7,98201.1,47137.5,15988.6,23,0,4,300000.0
5162,15026,2331,27545,2445.1,10308.9,10303.6,69279.8,20951.5,15888.1,47,0,4,610000.0
10116,6000,3445,0,17664.6,27940.0,16528.6,136509.4,88921.3,6159.8,0,0,2,378800.0
9639,14079,1965,4690,18003.6,24025.3,18673.6,114783.5,66105.5,2635.7,28,0,2,250000.0
1135,8280,1164,2200,3683.1,48456.1,8130.0,41633.0,41633.0,16853.4,27,0,4,247500.0
4529,8250,1641,2260,3085.1,25226.3,956.0,44262.5,18406.4,351.8,59,0,4,354000.0
3505,12869,5929,4331,9850.3,15473.8,4584.1,29325.3,6145.5,11666.2,41,0,5,1957500.0
4749,10000,1504,1600,1917.5,8658.7,543.9,36629.2,14518.7,13912.8,65,0,4,760000.0
7086,4054,1815,4427,20665.9,66263.3,711.4,68675.3,66977.2,256.7,22,0,5,295000.0
9252,9590,4967,39051,16986.9,4113.5,2189.6,80994.5,37236.2,14810.6,10,0,2,615000.0
13749,7228,1568,5392,411.5,36260.0,20621.7,95806.2,44736.6,13355.4,22,0,4,275000.0
6336,6806,1087,28245,10140.2,32184.0,8139.3,51056.6,20983.8,7544.7,61,0,4,330000.0
10565,5163,2624,7321,23787.1,24207.6,15779.8,125068.1,77084.7,1247.6,12,0,2,232000.0
6982,8100,1909,5916,8076.0,58272.3,7251.6,53498.3,48863.8,2732.8,55,0,4,315000.0
11861,5955,3097,5142,15831.0,62302.0,37161.7,84170.8,45932.3,17852.8,15,0,4,386500.0
2505,8960,1960,0,14245.6,1720.2,938.9,43267.0,32228.4,24336.9,74,0,2,890000.0
2904,6720,3051,11426,2073.2,20935.0,779.6,18513.3,15919.5,2720.5,69,0,4,315000.0
570,7395,1131,0,7453.3,27500.3,2993.3,45932.3,45932.3,1309.0,31,0,2,162500.0
1448,5500,1172,1625,835.4,35344.2,5989.5,26600.2,26600.2,6357.7,53,0,2,85000.0
3414,7600,914,1296,2746.3,19816.4,2725.5,36795.7,13314.7,6738.8,70,0,4,240000.0
11235,8025,3290,38470,17152.0,71052.0,2470.4,71078.2,67775.1,3951.1,18,0,4,590000.0
12617,13631,2498,47830,9276.0,56796.2,45860.8,90876.7,46338.0,21448.9,23,0,4,375000.0
13291,17948,2897,20750,3399.6,42894.8,29338.9,96698.7,46060.3,17170.1,35,0,4,375000.0
6837,6033,4044,35645,7812.5,57508.2,10629.7,59459.2,46993.2,9366.2,0,0,5,1050000.0
3226,6000,1317,3111,3729.7,20992.4,5416.8,35113.1,12441.4,7714.6,63,0,4,262000.0
13576,8818,1957,2040,3896.2,44431.3,25482.7,104210.2,53171.9,21721.3,17,0,4,292000.0
4383,7500,1880,11000,3050.2,16528.3,4213.8,39280.1,14240.7,6630.6,0,0,4,575000.0
7845,7500,1740,154,18381.5,49575.4,1460.4,67995.3,67995.3,7697.2,45,0,5,230000.0
3539,7450,2836,28572,7564.4,18510.3,6274.4,31181.2,8885.0,10150.9,41,0,5,1080000.0
11484,5006,2308,1429,1403.0,57977.5,25126.0,71517.6,45645.3,1715.4,21,0,4,400000.0
12483,7956,2928,1882,13637.0,41858.3,34385.6,77236.0,30354.1,5442.5,37,0,4,360000.0
2827,10160,2510,39710,853.0,42839.9,1107.2,41611.3,32984.7,5638.2,23,1,4,540000.0
5780,10125,2918,3080,4002.0,32214.3,30085.0,72724.9,23088.6,2251.6,35,0,4,470000.0
4996,8264,2133,64,6903.9,11393.8,5770.3,78260.8,30148.5,10608.5,21,0,2,335000.0
1338,6412,2176,405,729.0,39810.6,6612.4,34439.8,32908.7,11559.0,21,0,4,307000.0
3262,7150,987,2695,1765.2,27115.1,1326.4,40777.8,18820.1,1778.0,67,0,4,250000.0
7876,10000,1297,1239,21833.2,54157.2,4093.1,70782.0,70782.0,6443.8,31,0,4,200000.0
10057,6000,2488,4550,17783.8,27859.7,16414.6,136699.5,89150.7,6462.5,0,0,2,296700.0
6838,5064,3079,1350,7723.5,57305.0,10449.7,59185.8,46786.0,9667.9,0,0,5,855000.0
5741,32640,3930,45629,3564.8,19302.9,16169.6,61631.3,10823.6,7000.6,23,0,4,940000.0
650,7017,1306,2313,4022.8,23496.0,5574.7,54486.2,53439.4,3833.4,31,0,2,180000.0
6039,8000,2116,1656,6617.7,32911.9,11631.8,54885.1,17029.8,7199.7,16,0,4,395000.0
2258,6960,1307,6308,4932.3,28985.9,9464.0,19568.8,19568.8,1966.7,63,0,1,125000.0
5395,7900,1537,1580,8032.8,19163.7,10873.8,79818.2,29500.4,4556.4,16,0,2,252000.0
12168,4768,2105,2482,14656.5,59223.9,38009.7,84490.6,44154.6,19194.3,23,0,4,319000.0
7082,15407,3115,37761,20165.9,66000.8,0.0,67903.5,66141.4,371.8,18,0,5,710000.0
11717,7000,2890,2260,11214.4,61442.2,31577.4,78920.4,44999.6,9856.4,0,0,2,523800.0
3521,16079,5235,43358,9235.7,16560.3,5368.7,29724.4,6974.4,10880.1,26,0,5,2050000.0
10476,5000,2142,0,22235.1,24585.1,14652.9,127768.4,79971.1,1937.5,13,0,2,220000.0
4478,16250,1619,2554,52.9,19114.5,7154.9,43587.4,10199.0,3501.2,22,0,4,617500.0
5660,7875,1629,837,999.1,16163.0,13783.2,64434.4,14321.3,10275.2,61,0,2,276000.0
67,4692,3236,0,2951.4,6580.7,1633.4,55656.6,55656.6,8745.6,17,0,5,1189900.0
13058,7800,1980,4986,10311.5,38993.9,33172.9,80264.4,31451.6,6138.1,23,0,4,365000.0
11052,4750,2337,4354,26311.0,71845.9,2373.2,79747.7,78191.6,1844.6,24,0,4,310000.0
7609,6448,3610,0,8765.9,31659.2,928.4,62121.9,62121.9,4581.2,11,0,2,347000.0
1258,9180,1724,6479,4984.3,50198.9,4449.2,45899.4,40876.0,6605.5,55,0,4,295000.0
11495,26789,3888,62044,3787.4,56442.7,24044.6,70889.1,43482.9,3166.1,14,0,5,850000.0
12727,11883,2607,6895,4518.6,57919.3,48481.3,96107.5,50116.5,25205.2,2,0,2,425000.0
991,5850,1096,2635,1244.3,42362.9,2443.4,50355.8,50355.8,7632.4,16,0,4,175000.0
3504,5000,1588,1989,6793.0,18047.7,4345.6,32387.7,9317.4,10789.1,38,0,4,400000.0
8305,4582,1666,19750,8026.2,28160.6,8827.3,95394.7,45166.5,7163.5,29,0,4,240000.0
919,6000,1183,2688,2316.9,39806.4,1207.8,51949.1,51949.1,5036.0,47,0,4,189000.0
165,9900,1556,0,2973.7,15183.3,3424.0,48378.1,44362.6,13752.4,61,0,1,158000.0
9186,8058,2308,0,17953.5,4513.3,2422.0,82099.1,38393.2,14333.5,10,0,2,345000.0
11903,7782,2298,5310,19430.5,56554.7,31422.1,77999.4,39238.1,13095.2,0,0,4,450000.0
9141,6055,2461,0,15275.1,7901.8,5813.4,84893.4,40041.5,10950.6,23,0,4,295000.0
4594,15840,2416,44194,3373.7,15608.9,9519.9,54873.3,6020.4,2702.5,26,0,4,885000.0
11298,4457,2011,6918,10740.6,73142.4,8057.4,68637.3,63428.4,1196.4,21,0,4,340000.0
2850,6565,1266,1272,5360.2,18509.7,3927.5,21927.2,9904.6,3172.9,68,0,2,250000.0
10138,4929,2581,545,17130.3,28510.8,17119.9,136698.3,89010.9,5723.1,1,0,2,289000.0
13901,7875,1569,8501,7300.0,24884.1,9727.1,89464.8,39081.7,2228.4,45,0,2,167900.0
11320,4774,1664,36689,12121.6,74236.5,6600.4,70590.8,65579.3,440.6,24,0,4,340500.0
4460,7035,1425,0,1804.3,25058.8,12832.6,52316.2,7692.1,1750.3,62,0,4,360000.0
10397,5002,2270,2912,21691.5,24733.4,14195.1,129021.5,81333.1,2860.1,11,0,2,234000.0
6623,5132,2086,1425,6718.5,47174.9,10442.1,54498.7,37146.0,7202.7,21,0,5,395000.0
11685,7000,2892,8500,12035.1,61627.0,32054.5,79386.8,44913.0,10750.7,0,0,2,459900.0
8490,9450,1873,11229,6003.0,24016.4,7086.7,102415.0,53041.7,10531.1,14,0,2,231000.0
2735,9300,1600,0,3186.8,31773.2,299.8,28672.4,23367.3,2846.4,64,1,4,310000.0
5669,15080,4208,37683,5993.4,20053.1,18592.1,67956.6,16977.5,7824.5,14,0,5,980000.0
4988,9674,2642,4280,7063.6,11536.1,5607.3,78473.7,30338.0,10394.7,0,0,4,425000.0
12535,1635,1814,0,8606.7,54708.0,46252.6,92104.6,46116.2,21208.2,19,0,4,260000.0
2378,7150,1082,3906,3866.5,26086.5,5318.2,15996.1,15996.1,1649.0,17,0,4,315000.0
9679,14703,3295,21050,14011.5,16523.4,11518.6,108746.2,61369.1,224.9,0,0,4,401000.0
4172,5500,1092,0,2482.8,7751.8,4332.5,24937.3,3355.6,15305.3,70,0,5,455700.0
8092,5400,1864,1456,5022.6,24738.4,6180.7,100624.1,51101.1,10033.3,11,0,2,212500.0
11147,4604,1127,3179,23320.3,75078.5,3220.3,80603.2,77941.6,746.5,21,0,5,260000.0
2103,9155,1388,970,4974.0,34339.5,280.1,30918.9,25780.6,5390.9,20,1,4,285000.0
3759,6500,2452,1992,2555.8,6160.6,4878.8,14567.1,10246.9,5261.6,74,0,2,306300.0
13716,5002,1806,31739,4023.2,34227.2,16917.7,96431.8,45452.8,11533.5,25,0,4,270000.0
1837,7650,1654,0,637.9,19870.4,1920.3,32669.6,31772.9,9309.2,76,0,4,409900.0
11189,16929,3615,24240,3793.3,72222.3,6894.1,69929.9,62079.8,5755.3,16,0,4,625000.0
11825,5250,2623,1416,10799.5,64607.9,34555.7,81895.7,48040.2,10992.5,13,0,4,365000.0
5710,4002,1624,1580,1973.0,30487.3,26172.3,76103.3,25627.9,255.3,30,0,4,287500.0
8799,5000,1811,0,8443.2,12672.0,534.1,96389.3,49851.4,1963.3,11,0,4,262500.0
4500,6300,1507,2449,3961.7,26740.1,5026.0,48052.3,15334.1,3415.9,61,0,4,234500.0
1093,8280,1683,30069,4789.7,46685.9,9768.4,40817.6,39613.4,14097.0,63,0,4,220000.0
9316,8850,2103,4202,12812.4,11613.0,1454.0,83696.6,36643.6,7947.1,22,0,4,313000.0
6718,2419,1874,24208,10747.5,56130.1,18273.0,61651.9,45917.2,4267.4,16,0,5,397000.0
10012,5101,3358,495,18159.6,27523.8,16048.6,136717.5,89243.0,6883.6,0,0,2,326000.0
8960,3722,1684,0,11958.2,10912.1,6143.0,90375.3,44984.4,7334.1,4,0,4,295000.0
160,8712,1239,0,5337.5,18426.1,5606.7,47815.1,45262.8,10494.0,65,0,2,205000.0
203,8910,1598,0,4134.7,17329.2,3882.5,50247.1,47054.2,10812.2,21,0,4,149000.0
6483,9022,1408,21555,10147.7,35035.5,4385.8,50975.8,26174.2,8289.9,27,0,4,345000.0
3940,5750,1933,1356,621.4,2972.9,2611.9,12560.4,12560.4,1698.8,48,0,2,375000.0
4933,15000,3903,29643,12159.3,3112.6,3115.4,75590.0,31239.0,17098.8,16,0,2,655000.0
7647,7950,1373,2148,11455.8,49088.3,2829.3,60400.9,60400.9,698.8,36,0,5,235000.0
1230,7500,2190,22417,1175.3,46696.1,5528.1,41946.7,38116.8,10281.2,61,0,4,300000.0
9166,9872,1772,1422,10250.3,13007.4,2003.0,87123.5,40231.7,5861.3,19,0,2,275000.0
3046,6968,1139,5264,1987.1,26748.9,543.7,35930.0,16578.0,3696.2,63,0,2,255000.0
7957,7500,963,825,18806.2,46029.5,913.8,68524.3,68524.3,2535.4,56,0,4,108000.0
2915,2250,1501,3626,5785.1,15631.0,1065.3,13910.1,13910.1,706.4,0,0,2,285000.0
12650,7007,3561,5695,8996.5,58055.9,46143.2,91437.2,47309.4,22462.2,0,0,4,589900.0
4251,6403,4530,36235,3900.9,10524.1,5796.6,43247.8,9087.7,10119.8,0,0,5,2250000.0
6111,8000,1437,2065,10663.0,38931.5,20474.6,63671.2,21106.5,3554.9,17,0,4,315000.0
6204,9503,1403,22517,11308.5,38944.7,17686.5,61067.2,21289.9,5266.6,57,0,2,310000.0
2725,6000,926,0,2693.4,36207.7,3211.9,37250.0,26112.0,7184.2,65,1,5,215000.0
4290,10098,2344,31205,2080.4,16698.6,6828.7,44066.0,7105.7,5624.7,17,0,4,668000.0
4334,10000,1752,0,3514.3,15395.1,4912.6,40779.2,10998.6,7160.5,55,0,4,417000.0
383,6877,2047,18947,3524.0,19946.6,1310.0,58844.2,56140.7,2792.0,26,0,2,340000.0
7485,8062,2203,4077,4865.4,31001.3,4664.0,62362.6,62362.6,3459.2,61,0,4,199000.0
4886,18606,3402,25382,5687.9,14348.9,9922.1,57899.1,10386.1,6783.4,53,0,4,890000.0
857,8109,1526,0,5848.3,32706.8,3792.7,44661.4,44661.4,3902.5,58,0,4,162000.0
370,14300,2311,19032,2389.0,22012.7,3165.2,58300.5,56365.3,1570.0,41,0,4,420500.0
6539,4525,1429,17500,7116.9,39641.1,6896.3,54195.1,30525.3,6622.6,33,0,4,320000.0
2561,7140,2046,29,11374.5,11397.1,499.9,28169.9,21433.2,12844.9,31,0,4,585000.0
3801,7450,1955,1469,1378.4,3172.4,3161.1,10681.7,10681.7,1510.1,76,0,4,610000.0
5455,7500,1066,1483,7496.0,22871.1,14905.2,79786.2,28890.5,2156.0,16,0,2,239900.0
9451,7264,3010,3710,24145.6,19880.5,13422.2,119670.3,72083.4,3879.6,0,0,4,339900.0
11454,7875,2878,33689,4631.5,58228.0,26151.0,73124.0,44579.8,2415.4,29,0,4,363300.0
6859,5524,3630,32685,7924.2,58010.4,10934.3,60067.7,47500.5,8764.2,0,0,5,920900.0
10298,6900,2301,0,14660.8,30988.3,19688.2,135853.2,87585.8,1935.2,10,0,2,249000.0
12093,13883,2233,28808,20543.6,49286.1,24898.9,70560.4,31467.7,5220.3,26,0,5,505000.0
13378,6150,2784,29982,4565.2,48594.5,33074.8,102296.7,51868.7,23210.2,16,0,4,389000.0
5944,4488,1750,2048,6629.4,36092.0,22377.7,64718.5,18577.1,4891.8,22,0,4,307500.0
615,10705,1251,0,3595.4,28267.5,251.2,50654.2,50654.2,766.7,66,0,2,185000.0
2575,7750,1588,2453,15456.9,6173.7,691.3,32491.2,22075.2,13871.2,63,0,4,475000.0
53,13570,2111,2801,7501.9,1510.1,218.2,62911.1,57407.5,14649.4,47,0,2,900000.0
9940,5597,1466,5225,19819.4,27108.5,20624.8,116748.3,67606.7,5147.7,12,0,2,160000.0
3340,5250,1322,0,5618.4,15901.1,559.6,35119.7,11274.2,9332.1,58,0,4,385000.0
10560,6080,1220,3214,22038.6,26108.9,17273.6,126273.8,78018.5,510.5,10,0,2,177500.0
12625,6634,3561,2070,8685.1,57896.3,46444.0,91658.1,47362.8,22490.4,0,0,4,579900.0
9391,11446,1511,6155,11399.5,10040.0,3033.4,81069.2,34123.4,9943.6,25,0,4,270000.0
10701,5000,1219,3200,8561.2,50045.6,23389.0,156447.9,107168.8,6266.0,22,0,2,135000.0
5876,6901,2291,25051,6345.6,34805.4,27760.1,69643.5,21542.7,3255.9,21,0,4,452000.0
9483,6703,1932,4610,23978.2,20155.3,13769.3,119600.3,71947.7,3515.9,0,0,4,277900.0
8995,11174,1446,1216,6859.3,16023.6,2051.1,92089.2,44988.4,2362.2,18,0,2,240000.0
1812,10938,2238,28736,2506.8,18870.8,392.1,30624.1,29283.1,10348.9,57,0,4,777200.0
990,6737,1267,3083,1745.6,44117.2,2942.9,50702.3,50702.3,7918.1,14,0,4,175000.0
11502,12491,3987,48514,2449.3,56012.9,23255.9,69829.1,43719.0,2763.9,19,0,4,595000.0
11688,7000,2566,6800,12026.9,61481.6,31905.4,79237.4,44785.3,10679.6,0,0,2,414900.0
8411,44867,3497,50170,12208.9,37192.9,27513.1,122141.2,71858.2,13617.7,26,0,4,405000.0
2942,5500,2009,2812,8846.2,12224.0,4820.0,13853.0,10922.4,4497.5,23,0,4,379000.0
3163,5341,1171,2820,5860.8,21700.3,3465.8,30547.6,11260.7,5430.2,64,0,4,285000.0
4678,4937,2333,20700,2360.9,20134.3,13974.2,53363.2,2665.5,1505.0,16,0,4,610000.0
2618,11250,2688,23409,13724.5,5928.5,4.4,36801.5,26984.8,18816.6,63,0,5,2100000.0
3612,5712,1178,1397,8298.9,17187.4,6445.8,27159.9,6682.2,7638.1,47,0,5,395000.0
8235,7500,2178,3498,2689.7,23672.4,3463.0,94707.8,45454.7,4675.1,49,0,2,236500.0
7871,7650,1297,8672,18376.6,49141.3,797.9,68609.1,68609.1,6841.9,41,0,5,198000.0
11144,4800,2773,6734,23376.1,74457.0,3119.4,80012.2,77466.2,1331.1,24,0,5,383500.0
3792,6540,1613,1856,3613.8,5735.4,5581.3,11435.7,11435.7,4053.1,46,0,4,431000.0
9421,5259,1132,4727,25917.6,23057.1,16063.8,122463.7,74441.7,2260.5,13,0,2,198000.0
3439,5650,1546,2420,1753.0,21085.9,2622.6,37659.0,14358.7,5767.5,8,0,4,517000.0
